Pathway	PET rank	PET p-value	PET FDR	Average rank	Enrichr rank	Enrichr p-value	GSEA rank	GSEA p-value	ora rank	ora p-value
ATP5C1	48	0.0005421446125150527	0.002207882619937604	55.666666666666664	55.0	0.009599824709169404	59	0.1643979057591623	53.0	0.009599824709169404
SSRP1	49	0.0006297766874905393	0.002432666812463456	55.666666666666664	54.0	0.009599824709169404	60	0.1833508956796628	53.0	0.009599824709169404
HLTF	50	0.0012429214522293936	0.004150093662528653	56.666666666666664	41.0	0.009599824709169404	76	0.2890052356020942	53.0	0.009599824709169404
KHSRP	51	0.0006436888038610228	0.0024385902761657977	57.333333333333336	57.0	0.009599824709169404	62	0.1862433862433862	53.0	0.009599824709169404
GPKOW	52	0.0007683967076549856	0.002856116064302494	57.333333333333336	58.0	0.009599824709169404	61	0.210912906610703	53.0	0.009599824709169404
PUF60	53	0.0013299058976204846	0.0043075451157527376	58.0	43.0	0.009599824709169404	78	0.3012684989429176	53.0	0.009599824709169404
APOBEC3C	54	0.0015959172480708118	0.004836856890306922	58.333333333333336	39.0	0.009599824709169404	83	0.3358129649309245	53.0	0.009599824709169404
GRWD1	55	0.0011073558639095342	0.0037611914687961765	58.666666666666664	50.0	0.009599824709169404	73	0.2687830687830688	53.0	0.009599824709169404
FUS	56	0.0008747449438860046	0.003187359579520517	60.333333333333336	61.0	0.009599824709169404	67	0.2303664921465968	53.0	0.009599824709169404
EIF4G1	57	0.0014907487051846872	0.004588710858146616	61.333333333333336	49.0	0.009599824709169404	82	0.3226495726495726	53.0	0.009599824709169404
PUM1	58	0.000590010336821864	0.0023246407270781444	62.833333333333336	92.0	0.03485912489141245	16	0.0232558139534883	80.5	0.03485912489141245
EIF4G2	59	0.0013338083860960253	0.0043075451157527376	64.33333333333333	60.0	0.009599824709169404	80	0.3018065887353879	53.0	0.009599824709169404
DDX27	60	0.002015398652291013	0.005848163805342719	64.33333333333333	52.0	0.009599824709169404	88	0.3829787234042553	53.0	0.009599824709169404
AKAP8	61	0.0010716663604931772	0.003703829351178174	64.66666666666667	66.0	0.009599824709169404	75	0.2632135306553911	53.0	0.009599824709169404
FUBP3	62	0.000889871963825525	0.003187359579520517	67.5	95.0	0.03485912489141245	27	0.0371549893842887	80.5	0.03485912489141245
PRPF8	63	0.0017311348397527865	0.00516717520350453	69.0	65.0	0.009599824709169404	89	0.351890756302521	53.0	0.009599824709169404
UTP18	64	0.0020186555267172833	0.005848163805342719	69.0	62.0	0.009599824709169404	92	0.3833157338965153	53.0	0.009599824709169404
PABPC1	65	0.003073649202396266	0.008528294265803723	69.0	47.0	0.009599824709169404	107	0.4751847940865892	53.0	0.009599824709169404
YBX3	66	0.0009437426386478005	0.003319951782386012	69.83333333333333	103.0	0.03485912489141245	26	0.0396570203644158	80.5	0.03485912489141245
SAFB2	67	0.004142854255913082	0.010599250498894508	70.0	40.0	0.009599824709169404	117	0.5439153439153439	53.0	0.009599824709169404
RBM22	68	0.0037379552314121545	0.010087358638194445	71.33333333333333	51.0	0.009599824709169404	110	0.520042194092827	53.0	0.009599824709169404
BOP1	69	0.004856077120000775	0.012264707597950675	71.5	70.0	0.03485912489141245	64	0.1972573839662447	80.5	0.03485912489141245
SFPQ	70	0.0014277652670021438	0.00453660899353907	72.5	102.0	0.03485912489141245	35	0.0618996798292422	80.5	0.03485912489141245
PCBP2	71	0.003885177468181854	0.01034297244907872	72.5	82.0	0.03485912489141245	55	0.1627906976744186	80.5	0.03485912489141245
IGF2BP3	72	0.003953757813086528	0.010385203855707282	75.33333333333333	59.0	0.009599824709169404	114	0.5330535152151101	53.0	0.009599824709169404
KRR1	73	0.0034109401282075916	0.00933271118412355	76.33333333333333	67.0	0.009599824709169404	109	0.4989406779661017	53.0	0.009599824709169404
SUPV3L1	74	0.012495625038999819	0.02965829075521644	82.5	71.0	0.03485912489141245	96	0.3993677555321391	80.5	0.03485912489141245
SUGP2	75	0.003016025104741556	0.008487956366201236	82.66666666666667	128.0	0.10668664342296795	10	0.0116772823779193	110.0	0.10668664342296795
RPS3A	76	0.01540386937373726	0.035700732548544	83.5	69.0	0.03485912489141245	101	0.455026455026455	80.5	0.03485912489141245
SF3B1	77	0.0014863669292596812	0.004588710858146616	84.83333333333333	141.0	0.03485912489141245	33	0.0645502645502645	80.5	0.03485912489141245
KHDRBS1	78	0.0004287976835939577	0.001877180970400215	85.16666666666667	160.0	0.03485912489141245	15	0.0159235668789808	80.5	0.03485912489141245
BUD13	79	0.00586947143744334	0.01463653004020681	85.83333333333333	109.0	0.03485912489141245	68	0.2305263157894737	80.5	0.03485912489141245
DDX52	80	0.08776941215202644	0.14905667408576903	90.83333333333333	86.0	0.26842395150706017	46	0.1332633788037775	140.5	0.26842395150706017
HNRNPC	81	0.018627584753211388	0.042482325000068266	91.5	83.0	0.03485912489141245	111	0.5078534031413613	80.5	0.03485912489141245
NPM1	82	0.007650911167808282	0.01860777160565718	93.16666666666667	122.0	0.03485912489141245	77	0.2833158447009444	80.5	0.03485912489141245
GEMIN5	83	0.018761229822365173	0.042482325000068266	93.66666666666667	120.0	0.10668664342296795	51	0.1326315789473684	110.0	0.10668664342296795
CNOT7	84	0.02881822440773565	0.06238670558597718	94.0	107.0	0.10668664342296795	65	0.2119914346895074	110.0	0.10668664342296795
ILF3	85	0.0040291659072834605	0.010444022154405812	96.5	153.0	0.03485912489141245	56	0.168076109936575	80.5	0.03485912489141245
DDX19B	86	0.01016362507448362	0.024417489508210644	97.16666666666667	121.0	0.03485912489141245	90	0.3477801268498943	80.5	0.03485912489141245
SBDS	87	0.15057202145084703	0.2411600668765599	97.5	78.0	0.26842395150706017	74	0.2891949152542373	140.5	0.26842395150706017
HNRNPA2B1	88	0.029249177168158284	0.06263139024051284	97.5	85.0	0.03485912489141245	127	0.6370292887029289	80.5	0.03485912489141245
FASTKD2	89	0.007196139020107837	0.01772049233701555	97.66666666666667	154.0	0.10668664342296795	29	0.0400421496311907	110.0	0.10668664342296795
TIAL1	90	0.047059209828132345	0.09270664336142073	98.16666666666667	68.0	0.03485912489141245	146	0.7666666666666667	80.5	0.03485912489141245
SLBP	91	0.0028517736496735	0.008142020420082312	99.5	171.0	0.03485912489141245	47	0.1229166666666666	80.5	0.03485912489141245
ZC3H8	92	0.031380414090230756	0.06647249006210171	99.66666666666667	118.0	0.10668664342296795	71	0.231335436382755	110.0	0.10668664342296795
EFTUD2	93	0.05548888074893447	0.10242627631317348	102.33333333333333	100.0	0.10668664342296795	97	0.3928571428571428	110.0	0.10668664342296795
ASCC1	94	0.015334284751324381	0.035700732548544	103.0	155.0	0.10668664342296795	44	0.1047619047619047	110.0	0.10668664342296795
DDX24	95	0.07062177310320725	0.12421865447617703	106.0	105.0	0.10668664342296795	103	0.476290832455216	110.0	0.10668664342296795
STIP1	96	0.04313626589828743	0.086812017627519	106.33333333333333	130.0	0.10668664342296795	79	0.3147368421052631	110.0	0.10668664342296795
HNRNPU	97	0.06848799794515227	0.12267335220698396	107.66666666666667	108.0	0.10668664342296795	105	0.4652849740932642	110.0	0.10668664342296795
HNRNPK	98	0.3037695841810364	0.43364208756278383	108.66666666666667	113.0	0.5388029867385493	49	0.1390937829293993	164.0	0.5388029867385493
RPS10	99	0.0375741612757902	0.0771053101180278	109.5	114.0	0.03485912489141245	134	0.7071881606765328	80.5	0.03485912489141245
TAF15	100	0.03186214619397727	0.06677492340652684	110.0	151.0	0.10668664342296795	69	0.2349272349272349	110.0	0.10668664342296795
RECQL	101	0.04956000763252458	0.0963936383732156	111.0	129.0	0.10668664342296795	94	0.3565488565488565	110.0	0.10668664342296795
TIA1	102	0.21562834177640178	0.326759871768855	111.16666666666667	93.0	0.26842395150706017	100	0.4490644490644491	140.5	0.26842395150706017
DNAJC2	103	0.2554758266710154	0.3812783170771973	111.66666666666667	131.0	0.5388029867385493	40	0.0911983032873807	164.0	0.5388029867385493
LIN28B	104	0.026488264551572334	0.05797986796288611	111.66666666666667	162.0	0.10668664342296795	63	0.1940615058324496	110.0	0.10668664342296795
NAA15	105	0.18548228835368757	0.2900000857593369	112.0	142.0	0.5388029867385493	30	0.0405405405405405	164.0	0.5388029867385493
EEF2	106	0.2904885449848088	0.4207812011912304	113.5	74.0	0.26842395150706017	126	0.6099365750528541	140.5	0.26842395150706017
EIF3G	107	0.12107947491751592	0.19712939304752594	113.66666666666667	101.0	0.10668664342296795	130	0.6782700421940928	110.0	0.10668664342296795
XRN2	108	0.043185673743638894	0.086812017627519	114.33333333333333	148.0	0.10668664342296795	85	0.3150684931506849	110.0	0.10668664342296795
PHF6	109	0.06225175202434605	0.1135518069332979	115.66666666666667	138.0	0.10668664342296795	99	0.4317226890756303	110.0	0.10668664342296795
NCBP2	110	0.2744193143712521	0.40647071376794486	115.83333333333333	89.0	0.26842395150706017	118	0.5780104712041885	140.5	0.26842395150706017
SUB1	111	0.07958218506220954	0.1375236005022393	116.0	126.0	0.10668664342296795	112	0.52	110.0	0.10668664342296795
HNRNPUL1	112	0.3439516440943158	0.4839890991898586	116.83333333333333	77.0	0.26842395150706017	133	0.7051961823966065	140.5	0.26842395150706017
NELFE	113	0.3734408021682719	0.5144604057842628	117.16666666666667	73.0	0.26842395150706017	138	0.7505263157894737	140.5	0.26842395150706017
RPS19	114	0.0205772478398437	0.04554739128594617	117.5	156.0	0.03485912489141245	116	0.5361256544502618	80.5	0.03485912489141245
GTF2F1	115	0.35301331823351634	0.4932171893049838	117.5	76.0	0.26842395150706017	136	0.7196652719665272	140.5	0.26842395150706017
TRA2A	116	0.20663149384195156	0.32052286840050753	117.83333333333333	115.0	0.26842395150706017	98	0.4278187565858798	140.5	0.26842395150706017
NONO	117	0.0203968984945977	0.04554739128594617	118.16666666666667	159.0	0.03485912489141245	115	0.5336134453781513	80.5	0.03485912489141245
EIF2S1	118	0.29682190836965805	0.42681690473593165	118.5	90.0	0.26842395150706017	125	0.6221052631578947	140.5	0.26842395150706017
SF3A3	119	0.3417945425644273	0.4839890991898586	118.83333333333333	81.0	0.26842395150706017	135	0.7016806722689075	140.5	0.26842395150706017
PA2G4	120	0.08105734006491294	0.13885474776337262	119.33333333333333	135.0	0.10668664342296795	113	0.526824034334764	110.0	0.10668664342296795
PUM2	121	0.03326022352547238	0.06897120036334799	119.5	149.0	0.03485912489141245	129	0.6734042553191489	80.5	0.03485912489141245
PRPF6	122	0.06849781087699612	0.12267335220698396	120.33333333333333	145.0	0.10668664342296795	106	0.4653361344537815	110.0	0.10668664342296795
RBM25	123	0.3790526927709629	0.5181730094107063	120.83333333333333	80.0	0.26842395150706017	142	0.7585836909871244	140.5	0.26842395150706017
FTO	124	0.0529951830665226	0.09967053568948593	121.33333333333333	161.0	0.10668664342296795	93	0.3778467908902691	110.0	0.10668664342296795
DDX55	125	0.04675411708124824	0.09270664336142073	121.66666666666667	168.0	0.10668664342296795	87	0.3386075949367088	110.0	0.10668664342296795
SRSF5	126	0.28497733141156156	0.4158558095413158	122.83333333333333	104.0	0.26842395150706017	124	0.5991561181434599	140.5	0.26842395150706017
FMR1	127	0.07041547129181809	0.12421865447617703	123.0	157.0	0.10668664342296795	102	0.4752370916754478	110.0	0.10668664342296795
STAU1	128	0.07401122612175194	0.12902842076093035	123.33333333333333	152.0	0.10668664342296795	108	0.4932920536635707	110.0	0.10668664342296795
PARN	129	0.3916534060446044	0.5213224391269397	124.83333333333333	87.0	0.26842395150706017	147	0.7760252365930599	140.5	0.26842395150706017
AGO1	130	0.3878668832444081	0.5197943945520299	125.5	84.0	0.26842395150706017	152	0.7708779443254818	140.5	0.26842395150706017
DNAJC21	131	0.04990939651811163	0.0963936383732156	127.16666666666667	150.0	0.03485912489141245	151	0.781414994720169	80.5	0.03485912489141245
RBM15	132	0.11694932129051089	0.19199180245192202	127.33333333333333	140.0	0.10668664342296795	132	0.6652719665271967	110.0	0.10668664342296795
EIF2S2	133	0.50348206081497	0.6399094579390264	128.83333333333334	72.0	0.26842395150706017	174	0.8944033790918691	140.5	0.26842395150706017
EWSR1	134	0.28013042453541026	0.41183353457817773	129.16666666666666	125.0	0.26842395150706017	122	0.5895287958115183	140.5	0.26842395150706017
SF3B4	135	0.5431072314085875	0.6858469524839214	130.5	75.0	0.26842395150706017	176	0.9225874867444328	140.5	0.26842395150706017
AATF	136	0.053123889580690475	0.09967053568948593	130.66666666666666	191.0	0.10668664342296795	91	0.3786307053941908	110.0	0.10668664342296795
LARP4	137	0.44999280172112127	0.5870767015831847	131.0	143.0	0.5388029867385493	86	0.3399790136411332	164.0	0.5388029867385493
SUCLG1	138	0.0505840348357046	0.09674810546246414	131.16666666666666	164.0	0.03485912489141245	149	0.7847295864262991	80.5	0.03485912489141245
TRIM56	139	0.20965123700826843	0.3216567351887719	132.0	124.0	0.10668664342296795	162	0.8621052631578947	110.0	0.10668664342296795
PTBP1	140	0.16000727638737172	0.25420510845413086	132.66666666666666	144.0	0.10668664342296795	144	0.778247096092925	110.0	0.10668664342296795
CKAP4	141	0.37037502420541557	0.5138301392145553	132.83333333333334	119.0	0.26842395150706017	139	0.7460484720758693	140.5	0.26842395150706017
DDX47	142	0.05563254601781504	0.10242627631317348	134.16666666666666	167.0	0.03485912489141245	155	0.8076109936575053	80.5	0.03485912489141245
CSTF2T	143	0.18373014980837515	0.2895587160979992	134.33333333333334	137.0	0.10668664342296795	156	0.8232161874334398	110.0	0.10668664342296795
SF1	144	0.48047040069027747	0.6186448950064357	134.5	99.0	0.26842395150706017	164	0.875	140.5	0.26842395150706017
LARP7	145	0.6118688641195194	0.7628997862756033	135.66666666666666	187.0	0.8371000006842522	37	0.0703781512605042	183.0	0.8371000006842522
DDX6	146	0.7055819881668994	0.8687478229304949	136.0	96.0	0.5388029867385493	148	0.7707676130389064	164.0	0.5388029867385493
TARDBP	147	1.0	1.0	136.16666666666666	79.0	0.26842395150706017	189	1.0	140.5	0.26842395150706017
RCC2	148	0.46614211192090516	0.6041447108448573	136.5	106.0	0.26842395150706017	163	0.8617021276595744	140.5	0.26842395150706017
UTP3	149	0.1160610080091154	0.19199180245192202	136.66666666666666	172.0	0.10668664342296795	128	0.6624068157614483	110.0	0.10668664342296795
PES1	150	0.384026697329762	0.5181730094107063	136.83333333333334	127.0	0.26842395150706017	143	0.7655755015839493	140.5	0.26842395150706017
AKAP8L	151	0.14031083494988889	0.22656749577973861	137.66666666666666	166.0	0.10668664342296795	137	0.7323498419388831	110.0	0.10668664342296795
CSTF2	152	0.383537182017199	0.5181730094107063	138.5	134.0	0.26842395150706017	141	0.7648936170212766	140.5	0.26842395150706017
SRSF1	153	0.08879789348678052	0.14951440185380993	138.83333333333334	165.0	0.03485912489141245	171	0.9018789144050104	80.5	0.03485912489141245
NUFIP2	154	0.4878524723160589	0.6240710197809325	139.83333333333334	110.0	0.26842395150706017	169	0.8814814814814815	140.5	0.26842395150706017
METAP2	155	0.4347876877557113	0.5748535200528532	140.16666666666666	123.0	0.26842395150706017	157	0.8291404612159329	140.5	0.26842395150706017
SART3	156	0.09947701853939395	0.16607603942593735	141.0	192.0	0.10668664342296795	121	0.6040339702760085	110.0	0.10668664342296795
CIRBP	157	0.8051222643420655	0.95678095799257	141.33333333333334	88.0	0.5388029867385493	172	0.902310924369748	164.0	0.5388029867385493
SMNDC1	158	0.7192584687473796	0.8746538169335419	143.66666666666666	117.0	0.5388029867385493	150	0.7912772585669782	164.0	0.5388029867385493
RAVER1	159	0.4424274194008499	0.5810546774797829	144.83333333333334	136.0	0.26842395150706017	158	0.8375262054507338	140.5	0.26842395150706017
MSI2	160	0.8623373580351087	1.0	145.66666666666666	94.0	0.5388029867385493	179	0.9549266247379457	164.0	0.5388029867385493
UPF1	161	0.22335001717854824	0.3358775067494199	146.0	163.0	0.10668664342296795	165	0.879144385026738	110.0	0.10668664342296795
HNRNPL	162	0.21062801441295215	0.3216567351887719	146.66666666666666	169.0	0.10668664342296795	161	0.8633938100320171	110.0	0.10668664342296795
U2AF2	163	0.6513506654341124	0.8070193779277997	147.0	146.0	0.5388029867385493	131	0.6839872746553552	164.0	0.5388029867385493
PABPC4	164	1.0	1.0	147.33333333333334	91.0	0.5388029867385493	187	1.0	164.0	0.5388029867385493
PKM	165	0.5505456815355015	0.6908120972133364	149.16666666666666	132.0	0.26842395150706017	175	0.9271948608137044	140.5	0.26842395150706017
ABCF1	166	0.7111577943948251	0.870174444073171	150.33333333333334	133.0	0.5388029867385493	154	0.7792068595927116	164.0	0.5388029867385493
DDX3X	167	1.0	1.0	151.33333333333334	97.0	0.5388029867385493	193	1.0	164.0	0.5388029867385493
XRCC6	168	1.0	1.0	151.33333333333334	98.0	0.5388029867385493	192	1.0	164.0	0.5388029867385493
BCLAF1	169	0.8252385185208934	0.9734849589737484	151.33333333333334	112.0	0.5388029867385493	178	0.922996878251821	164.0	0.5388029867385493
DHX30	170	1.0	1.0	153.66666666666666	111.0	0.5388029867385493	186	1.0	164.0	0.5388029867385493
FIP1L1	171	0.8833777531803428	1.0	154.66666666666666	116.0	0.5388029867385493	184	0.9692470837751856	164.0	0.5388029867385493
RBFOX2	172	0.859756721817883	1.0	155.66666666666666	180.0	0.8371000006842522	104	0.4617834394904458	183.0	0.8371000006842522
TFIP11	173	0.7849246325864333	0.9442789350238799	156.33333333333334	139.0	0.5388029867385493	166	0.8793284365162645	164.0	0.5388029867385493
FAM120A	174	1.0	1.0	158.0	195.0	1.0	84	0.3106694560669456	195.0	1.0
IGF2BP2	175	0.8062215179023686	0.95678095799257	161.33333333333334	147.0	0.5388029867385493	173	0.9034994697773064	164.0	0.5388029867385493
CCAR2	176	0.786100230172164	0.9442789350238799	163.33333333333334	158.0	0.5388029867385493	168	0.8807241746538871	164.0	0.5388029867385493
EXOSC9	177	0.8974962843176975	1.0	163.66666666666666	188.0	0.8371000006842522	120	0.5909568874868559	183.0	0.8371000006842522
PPIL4	178	0.9305590080192406	1.0	167.33333333333334	179.0	0.8371000006842522	140	0.7251336898395722	183.0	0.8371000006842522
XPO5	179	0.9425277897120026	1.0	168.66666666666666	178.0	0.8371000006842522	145	0.7778958554729012	183.0	0.8371000006842522
SMN1	180	0.9557589135776219	1.0	172.0	173.0	0.8371000006842522	160	0.8377518557794273	183.0	0.8371000006842522
HNRNPA0	181	0.9443381041621207	1.0	172.33333333333334	181.0	0.8371000006842522	153	0.7860169491525424	183.0	0.8371000006842522
SRP68	182	0.9763802178327929	1.0	178.0	174.0	0.8371000006842522	177	0.9294117647058824	183.0	0.8371000006842522
UCHL5	183	0.963273994189567	1.0	178.33333333333334	185.0	0.8371000006842522	167	0.8718487394957983	183.0	0.8371000006842522
U2AF1	184	0.9655662787240853	1.0	178.66666666666666	183.0	0.8371000006842522	170	0.8821656050955414	183.0	0.8371000006842522
QKI	185	0.9836884921300335	1.0	180.66666666666666	177.0	0.8371000006842522	182	0.9586864406779662	183.0	0.8371000006842522
TROVE2	186	1.0	1.0	181.33333333333334	170.0	0.8371000006842522	191	1.0	183.0	0.8371000006842522
DDX1	187	0.982339682959229	1.0	182.66666666666666	182.0	0.8371000006842522	183	0.9535374868004224	183.0	0.8371000006842522
EIF4B	188	1.0	1.0	183.0	195.0	1.0	159	0.8516949152542372	195.0	1.0
RBM34	189	1.0	1.0	184.0	184.0	0.8371000006842522	185	1.0	183.0	0.8371000006842522
AUH	190	1.0	1.0	184.66666666666666	176.0	0.8371000006842522	195	1.0	183.0	0.8371000006842522
PPIG	191	1.0	1.0	185.0	175.0	0.8371000006842522	197	1.0	183.0	0.8371000006842522
SRFBP1	192	1.0	1.0	186.33333333333334	186.0	0.8371000006842522	190	1.0	183.0	0.8371000006842522
NUSAP1	193	1.0	1.0	187.0	190.0	0.8371000006842522	188	1.0	183.0	0.8371000006842522
RTF1	194	1.0	1.0	189.33333333333334	189.0	0.8371000006842522	196	1.0	183.0	0.8371000006842522
UBE2L3	195	1.0	1.0	190.0	195.0	1.0	180	0.939936775553214	195.0	1.0
CCAR1	196	1.0	1.0	190.33333333333334	195.0	1.0	181	0.9361924686192468	195.0	1.0
PSIP1	197	1.0	1.0	194.66666666666666	195.0	1.0	194	1.0	195.0	1.0
