Pathway	PET rank	PET p-value	PET FDR	Average rank	Enrichr rank	Enrichr p-value	GSEA rank	GSEA p-value	ora rank	ora p-value
CNOT7	38	0.0	0.0	46.833333333333336	70.0	0.002273136306726944	13	0.0	57.5	0.002273136306726944
RCC2	39	3.1446166160518653e-07	1.498425504778508e-06	46.833333333333336	54.0	0.002273136306726944	29	0.0015673981191222	57.5	0.002273136306726944
UTP3	40	5.94215459945604e-07	2.55994356382461e-06	47.5	46.0	0.002273136306726944	39	0.0030864197530864	57.5	0.002273136306726944
HNRNPAB	41	3.1946127513044333e-07	1.498425504778508e-06	52.333333333333336	16.0	8.611502379831113e-05	119	0.1333333333333333	22.0	8.611502379831113e-05
BUD13	42	5.977533194717364e-07	2.55994356382461e-06	54.166666666666664	61.0	0.002273136306726944	44	0.0031055900621118	57.5	0.002273136306726944
EEF2	43	2.636003732895428e-07	1.331519834308716e-06	54.333333333333336	27.0	8.611502379831113e-05	114	0.12	22.0	8.611502379831113e-05
AKAP8	44	1.1656316793890686e-06	4.885732783822266e-06	54.833333333333336	67.0	0.002273136306726944	40	0.0061349693251533	57.5	0.002273136306726944
PRPF6	45	4.489945327992107e-07	2.0102709763964663e-06	56.333333333333336	22.0	8.611502379831113e-05	125	0.1596385542168674	22.0	8.611502379831113e-05
U2AF1	46	4.162266589572128e-06	1.5768586887417484e-05	56.5	50.0	0.002273136306726944	62	0.0204724409448818	57.5	0.002273136306726944
EIF3D	47	2.376532050638243e-06	9.363536279514679e-06	56.833333333333336	55.0	0.002273136306726944	58	0.0122324159021406	57.5	0.002273136306726944
NONO	48	1.7702969194331726e-06	7.117316186292551e-06	57.333333333333336	38.0	0.0004702775639069078	98	0.0784615384615384	36.0	0.0004702775639069078
AARS	49	3.1367371122373076e-06	1.2116415904132345e-05	59.333333333333336	33.0	0.0004702775639069078	109	0.1134969325153374	36.0	0.0004702775639069078
SNRNP200	50	4.7613827659682534e-06	1.769796990369332e-05	61.166666666666664	57.0	0.002273136306726944	69	0.023076923076923	57.5	0.002273136306726944
SSRP1	51	1.2499679310718237e-06	5.130076717107276e-06	61.333333333333336	21.0	8.611502379831113e-05	141	0.260596546310832	22.0	8.611502379831113e-05
CPSF6	52	1.107960901211859e-05	3.897648170334575e-05	66.16666666666667	64.0	0.002273136306726944	77	0.0472440944881889	57.5	0.002273136306726944
SERBP1	53	1.6713667394908168e-05	5.310633027091789e-05	66.16666666666667	45.0	0.002273136306726944	96	0.0654205607476635	57.5	0.002273136306726944
BCLAF1	54	0.0	0.0	67.33333333333333	107.0	0.009599824709169404	12	0.0	83.0	0.009599824709169404
GPKOW	55	8.849365727290071e-06	3.1696819059566254e-05	68.66666666666667	97.0	0.009599824709169404	26	0.0029717682020802	83.0	0.009599824709169404
HNRNPM	56	1.4814523881539458e-05	4.9465444146835136e-05	69.0	29.0	0.0004702775639069078	142	0.2682539682539682	36.0	0.0004702775639069078
MAGOH	57	1.1402604257900674e-05	3.940900068081461e-05	69.0	32.0	0.0004702775639069078	139	0.235569422776911	36.0	0.0004702775639069078
TFIP11	58	4.976483761419227e-06	1.8154950018510883e-05	69.33333333333333	103.0	0.009599824709169404	22	0.0014925373134328	83.0	0.009599824709169404
SF1	59	3.920821489900464e-05	0.0001152838557478196	71.16666666666667	48.0	0.002273136306726944	108	0.1219858156028368	57.5	0.002273136306726944
RPS3A	60	2.1398271242772845e-05	6.691205452105159e-05	71.66666666666667	28.0	0.0004702775639069078	151	0.3185298621745788	36.0	0.0004702775639069078
NELFE	61	1.6190441575774622e-05	5.2287163777501654e-05	71.83333333333333	66.0	0.002273136306726944	92	0.0638297872340425	57.5	0.002273136306726944
IGF2BP2	62	5.459026460108549e-05	0.0001514687623438569	73.0	72.0	0.009599824709169404	64	0.0217729393468118	83.0	0.009599824709169404
RTF1	63	4.080796780067062e-05	0.00011822308318723696	73.5	52.0	0.002273136306726944	111	0.1253776435045317	57.5	0.002273136306726944
RBM15	64	2.812510601562958e-05	8.657259195435981e-05	73.83333333333333	60.0	0.002273136306726944	104	0.0965189873417721	57.5	0.002273136306726944
XRN2	65	1.572322043530024e-05	5.162457376256912e-05	74.66666666666667	106.0	0.009599824709169404	35	0.0057553956834532	83.0	0.009599824709169404
FTO	66	4.8167508676174846e-05	0.00013752172766965862	75.33333333333333	87.0	0.009599824709169404	56	0.0191740412979351	83.0	0.009599824709169404
EIF4A3	67	5.582237727536395e-05	0.0001527362267117597	75.5	47.0	0.002273136306726944	122	0.1545319465081723	57.5	0.002273136306726944
NSUN2	68	3.769410989241556e-05	0.00011251120680008887	76.66666666666667	93.0	0.009599824709169404	54	0.0148809523809523	83.0	0.009599824709169404
HNRNPL	69	6.919610979064753e-05	0.00018175511505010085	78.5	51.0	0.002273136306726944	127	0.1772727272727272	57.5	0.002273136306726944
PUF60	70	0.00013500878361853266	0.0003409837227288581	78.66666666666667	77.0	0.009599824709169404	76	0.0520059435364041	83.0	0.009599824709169404
NOL12	71	6.483686809766561e-05	0.0001749707262361661	79.0	40.0	0.0004702775639069078	161	0.4947209653092006	36.0	0.0004702775639069078
KIF1C	72	6.696464006632002e-05	0.00017827073098736546	79.5	53.0	0.002273136306726944	128	0.1736526946107784	57.5	0.002273136306726944
CCAR2	73	0.00020425913139060977	0.0004967783812833349	81.66666666666667	71.0	0.009599824709169404	91	0.0751173708920187	83.0	0.009599824709169404
HNRNPA1	74	0.00010720239129599984	0.00027427105305599957	86.5	69.0	0.002273136306726944	133	0.2308802308802308	57.5	0.002273136306726944
EIF4G1	75	0.00044287609130724473	0.0009483324998644262	90.5	56.0	0.002273136306726944	158	0.4668721109399075	57.5	0.002273136306726944
NUFIP2	76	0.00023795744334098432	0.000564790558291252	90.66666666666667	89.0	0.009599824709169404	100	0.0855855855855855	83.0	0.009599824709169404
DDX27	77	0.00037364617739709565	0.0008322197708345911	91.16666666666667	59.0	0.002273136306726944	157	0.4345794392523364	57.5	0.002273136306726944
AUH	78	5.0201504313958394e-05	0.00014128137642642577	91.33333333333333	138.0	0.009599824709169404	53	0.02	83.0	0.009599824709169404
FAM120A	79	0.0003398739920550104	0.0007828162001299029	93.5	68.0	0.002273136306726944	155	0.4169230769230769	57.5	0.002273136306726944
SUB1	80	0.004889882048903582	0.007831762305967525	94.33333333333333	73.0	0.10668664342296795	66	0.0235109717868338	144.0	0.10668664342296795
SMN1	81	1.273655367396574e-05	4.3260363340883635e-05	95.33333333333333	169.0	0.009599824709169404	34	0.0045317220543806	83.0	0.009599824709169404
CCAR1	82	0.00015831243500049716	0.00038984437118872426	96.16666666666667	149.0	0.03485912489141245	27	0.004524886877828	112.5	0.03485912489141245
SRP68	83	0.015377605062623628	0.02260737460699145	96.33333333333333	90.0	0.26842395150706017	30	0.0060975609756097	169.0	0.26842395150706017
RRP9	84	0.001286108445799961	0.002436186190601849	96.5	62.0	0.002273136306726944	170	0.674884437596302	57.5	0.002273136306726944
TUFM	85	0.00020769250799944943	0.0004989685862913602	97.0	109.0	0.009599824709169404	99	0.0762052877138413	83.0	0.009599824709169404
EIF2S2	86	0.0002660760967488839	0.0006240117983277396	97.16666666666667	142.0	0.03485912489141245	37	0.0088365243004418	112.5	0.03485912489141245
CKAP4	87	0.0008058541774849412	0.0016199313567809533	97.66666666666667	126.0	0.10668664342296795	23	0.0014705882352941	144.0	0.10668664342296795
SRSF5	88	0.0025694114738720867	0.004363569485800009	98.0	119.0	0.10668664342296795	31	0.009188361408882	144.0	0.10668664342296795
NPM1	89	0.0024772860053937544	0.004280924061952365	98.33333333333333	92.0	0.10668664342296795	59	0.008695652173913	144.0	0.10668664342296795
GTF2F1	90	0.008950771201782082	0.013669007184116825	98.66666666666667	78.0	0.10668664342296795	74	0.0534591194968553	144.0	0.10668664342296795
KRR1	91	3.085845341784977e-05	9.352485112794469e-05	98.66666666666667	172.0	0.009599824709169404	41	0.0120481927710843	83.0	0.009599824709169404
DNAJC21	92	0.0	0.0	99.33333333333333	187.0	0.009599824709169404	28	0.0	83.0	0.009599824709169404
ZC3H8	93	0.01920257462149482	0.0268291290810956	102.0	91.0	0.26842395150706017	46	0.0093603744149766	169.0	0.26842395150706017
FKBP4	94	1.0	1.0	102.16666666666667	63.0	0.002273136306726944	186	1.0	57.5	0.002273136306726944
EIF2S1	95	7.024531262153309e-05	0.00018208324455844761	102.5	159.0	0.03485912489141245	36	0.0015037593984962	112.5	0.03485912489141245
UCHL5	96	0.0031024255371162493	0.005093148590099176	103.0	105.0	0.10668664342296795	60	0.0121765601217656	144.0	0.10668664342296795
SLBP	97	0.012262862190438626	0.018163788357266234	104.0	74.0	0.10668664342296795	94	0.0798122065727699	144.0	0.10668664342296795
UBE2L3	98	0.020471287489006566	0.02820170374359646	104.0	94.0	0.26842395150706017	49	0.0105740181268882	169.0	0.26842395150706017
HNRNPA2B1	99	0.00038134471635995105	0.0008347212124767818	105.0	115.0	0.009599824709169404	117	0.1257309941520467	83.0	0.009599824709169404
CELF1	100	0.000422134486547435	0.0009138515807675242	105.66666666666667	114.0	0.009599824709169404	120	0.1360856269113149	83.0	0.009599824709169404
XRCC5	101	0.0004964253922034726	0.0010515677662804742	107.33333333333333	116.0	0.009599824709169404	123	0.1539611360239162	83.0	0.009599824709169404
TIA1	102	0.007133480886007223	0.011153140750344626	107.66666666666667	98.0	0.10668664342296795	81	0.0395738203957382	144.0	0.10668664342296795
ESF1	103	0.04243344807784529	0.054912689050972296	108.0	80.0	0.26842395150706017	75	0.0401146131805157	169.0	0.26842395150706017
LARP4	104	0.0027989788294595975	0.004672871435623226	108.33333333333333	136.0	0.10668664342296795	45	0.0104477611940298	144.0	0.10668664342296795
PABPC4	105	0.0011622882333287767	0.0022897078196576904	111.16666666666667	137.0	0.03485912489141245	84	0.0497667185069984	112.5	0.03485912489141245
SBDS	106	0.0007824661451063895	0.0016056857352704033	111.16666666666667	151.0	0.03485912489141245	70	0.0321637426900584	112.5	0.03485912489141245
ASCC1	107	0.0007504070843408398	0.0015561073222646888	111.83333333333333	160.0	0.03485912489141245	63	0.0306748466257668	112.5	0.03485912489141245
HLTF	108	0.003282691600037696	0.005344547481053109	112.66666666666667	133.0	0.10668664342296795	61	0.013235294117647	144.0	0.10668664342296795
CSTF2	109	0.02191429748714775	0.029569291814850043	113.0	123.0	0.26842395150706017	47	0.0120300751879699	169.0	0.26842395150706017
DDX24	110	0.0013701274940655594	0.0025395371440002238	113.16666666666667	134.0	0.03485912489141245	93	0.0592823712948517	112.5	0.03485912489141245
SF3B1	111	0.0184436955981242	0.026139626135470988	113.33333333333333	75.0	0.10668664342296795	121	0.130057803468208	144.0	0.10668664342296795
SRFBP1	112	0.0005562413883696195	0.001165739930944841	113.5	176.0	0.03485912489141245	52	0.0217054263565891	112.5	0.03485912489141245
PCBP2	113	0.010859705524605922	0.016331007544636386	114.33333333333333	112.0	0.10668664342296795	87	0.0685358255451713	144.0	0.10668664342296795
SMNDC1	114	0.0012228302446995892	0.0023617407667237164	114.5	152.0	0.03485912489141245	79	0.0525502318392581	112.5	0.03485912489141245
G3BP1	115	0.0014913553855049615	0.0027203426939303465	114.66666666666667	113.0	0.009599824709169404	148	0.3227272727272727	83.0	0.009599824709169404
DDX19B	116	0.0013793425096854006	0.0025395371440002238	115.83333333333333	153.0	0.03485912489141245	82	0.0597014925373134	112.5	0.03485912489141245
HNRNPUL1	117	0.00015655691094387973	0.00038984437118872426	116.0	180.0	0.009599824709169404	85	0.0594512195121951	83.0	0.009599824709169404
HNRNPU	118	0.0017027975418153585	0.0030775331719048223	116.16666666666667	139.0	0.03485912489141245	97	0.0742424242424242	112.5	0.03485912489141245
SUCLG1	119	0.02564544104247747	0.03436838017257185	117.0	76.0	0.10668664342296795	131	0.1875	144.0	0.10668664342296795
TIAL1	120	0.000375977459920196	0.0008322197708345911	117.16666666666667	188.0	0.03485912489141245	51	0.0135746606334841	112.5	0.03485912489141245
STIP1	121	0.07212719954235823	0.0916713439344811	117.66666666666667	82.0	0.26842395150706017	102	0.0978593272171253	169.0	0.26842395150706017
G3BP2	122	0.026706117822022157	0.03554800818201598	118.0	81.0	0.10668664342296795	129	0.1957511380880121	144.0	0.10668664342296795
PKM	123	0.006024868463430658	0.009495192698366716	118.33333333333333	140.0	0.10668664342296795	71	0.0314465408805031	144.0	0.10668664342296795
FMR1	124	0.0012059525145850145	0.0023522044096361177	119.5	163.0	0.03485912489141245	83	0.051775147928994	112.5	0.03485912489141245
GRWD1	125	0.0012775807681575197	0.002436186190601849	119.83333333333333	161.0	0.03485912489141245	86	0.0550595238095238	112.5	0.03485912489141245
SFPQ	126	0.0012994724399309765	0.0024380578158704987	120.16666666666667	158.0	0.03485912489141245	90	0.056060606060606	112.5	0.03485912489141245
FUS	127	0.0023306099737508404	0.004099376471686745	120.5	146.0	0.03485912489141245	103	0.1014263074484944	112.5	0.03485912489141245
EXOSC9	128	0.03103120178913519	0.04048441557920286	120.66666666666667	121.0	0.26842395150706017	72	0.0229357798165137	169.0	0.26842395150706017
RECQL	129	0.00034629125598418414	0.0007841307750446468	122.0	165.0	0.009599824709169404	118	0.1164901664145234	83.0	0.009599824709169404
ATP5C1	130	0.0008003830821613908	0.0016199313567809533	123.0	150.0	0.009599824709169404	136	0.2169059011164274	83.0	0.009599824709169404
RBM25	131	0.0020331200190526954	0.003641133125030736	123.5	157.0	0.03485912489141245	101	0.0887218045112782	112.5	0.03485912489141245
RBM22	132	0.0009270128485477751	0.0018446619309486032	123.83333333333333	186.0	0.03485912489141245	73	0.0388802488335925	112.5	0.03485912489141245
XPO5	133	0.02909067179128474	0.03846216337505432	126.33333333333333	101.0	0.10668664342296795	134	0.2140672782874617	144.0	0.10668664342296795
CIRBP	134	0.0003417370213765058	0.0007828162001299029	127.0	191.0	0.009599824709169404	107	0.1152647975077881	83.0	0.009599824709169404
UTP18	135	0.12300027718602358	0.15050344475556923	128.33333333333334	79.0	0.26842395150706017	137	0.2194029850746268	169.0	0.26842395150706017
TRA2A	136	0.016645444030976758	0.0241114152507531	129.0	130.0	0.10668664342296795	113	0.1154422788605697	144.0	0.10668664342296795
UPF2	137	0.016802305585423807	0.024160979564441534	129.66666666666666	135.0	0.10668664342296795	110	0.1167192429022082	144.0	0.10668664342296795
MTPAP	138	0.01989130245578066	0.027595680167526688	130.0	120.0	0.10668664342296795	126	0.1417682926829268	144.0	0.10668664342296795
LIN28B	139	0.0028424740440599855	0.004705608291427034	130.16666666666666	162.0	0.03485912489141245	116	0.1225416036308623	112.5	0.03485912489141245
HNRNPA0	140	0.09806066105297173	0.12350239594804567	131.66666666666666	102.0	0.26842395150706017	124	0.1577335375191424	169.0	0.26842395150706017
PUM1	141	1.0	1.0	132.0	132.0	0.009599824709169404	181	1.0	83.0	0.009599824709169404
TRIM56	142	0.14841169309303853	0.17936873337011405	132.33333333333334	84.0	0.26842395150706017	144	0.2837209302325581	169.0	0.26842395150706017
PNPT1	143	0.002241807287294768	0.0039787030233970205	133.33333333333334	164.0	0.009599824709169404	153	0.4054878048780488	83.0	0.009599824709169404
PSIP1	144	0.03086558816803475	0.04048441557920286	133.33333333333334	118.0	0.10668664342296795	138	0.2274809160305343	144.0	0.10668664342296795
DDX6	145	0.004973245171993792	0.007901042732925622	133.5	156.0	0.03485912489141245	132	0.2012383900928792	112.5	0.03485912489141245
DDX1	146	0.002464352161335488	0.004280924061952365	134.16666666666666	185.0	0.03485912489141245	105	0.1070336391437308	112.5	0.03485912489141245
PPIL4	147	0.012015321301827118	0.0179319567913632	135.83333333333334	143.0	0.03485912489141245	152	0.3893016344725111	112.5	0.03485912489141245
PHF6	148	0.17878012869304916	0.21345263850018598	136.0	88.0	0.10668664342296795	176	0.8146487294469357	144.0	0.10668664342296795
PABPC1	149	0.00253760237117611	0.004347023192362554	136.16666666666666	184.0	0.03485912489141245	112	0.1100775193798449	112.5	0.03485912489141245
FASTKD2	150	0.11700594016168647	0.14496962397391344	138.0	110.0	0.26842395150706017	135	0.204368174726989	169.0	0.26842395150706017
SUPT6H	151	0.11898126015257587	0.14649567656285906	138.33333333333334	99.0	0.10668664342296795	172	0.6717325227963525	144.0	0.10668664342296795
BCCIP	152	0.04264792601420691	0.054912689050972296	138.66666666666666	125.0	0.10668664342296795	147	0.3114503816793893	144.0	0.10668664342296795
HSPD1	153	0.016613812811965476	0.0241114152507531	138.83333333333334	144.0	0.03485912489141245	160	0.4758308157099697	112.5	0.03485912489141245
NCBP2	154	0.00473620989860453	0.007647814344467971	138.83333333333334	174.0	0.03485912489141245	130	0.1931464174454828	112.5	0.03485912489141245
GRSF1	155	0.0026934530214269654	0.0045351303010351465	138.83333333333334	189.0	0.03485912489141245	115	0.1164901664145234	112.5	0.03485912489141245
PARN	156	0.1131694657652626	0.1411037009858021	139.0	104.0	0.10668664342296795	169	0.6529051987767585	144.0	0.10668664342296795
TBRG4	157	0.2586191961689671	0.30326179550765786	139.33333333333334	83.0	0.26842395150706017	166	0.5451761102603369	169.0	0.26842395150706017
DDX52	158	0.021882939650808782	0.029569291814850043	140.16666666666666	141.0	0.03485912489141245	167	0.5537313432835821	112.5	0.03485912489141245
NUSAP1	159	0.04468792721683834	0.05716572507608541	140.33333333333334	128.0	0.10668664342296795	149	0.3250773993808049	144.0	0.10668664342296795
PRPF8	160	0.019200146392579432	0.0268291290810956	140.83333333333334	148.0	0.03485912489141245	162	0.5164179104477612	112.5	0.03485912489141245
XRCC6	161	0.02158263109161941	0.029526238368396	140.83333333333334	145.0	0.03485912489141245	165	0.5497702909647779	112.5	0.03485912489141245
SND1	162	1.0	1.0	141.66666666666666	86.0	0.10668664342296795	195	1.0	144.0	0.10668664342296795
HNRNPK	163	1.0	1.0	143.0	96.0	0.10668664342296795	189	1.0	144.0	0.10668664342296795
AGO1	164	0.2107288804031765	0.2485843679007531	143.5	167.0	0.5388029867385493	78	0.0562310030395136	185.5	0.5388029867385493
RBFOX2	165	0.009338681681496215	0.014151694548113495	145.16666666666666	173.0	0.03485912489141245	150	0.3277439024390244	112.5	0.03485912489141245
ZRANB2	166	0.13332875127765131	0.16213434568948956	145.33333333333334	127.0	0.26842395150706017	140	0.2454819277108433	169.0	0.26842395150706017
DDX55	167	0.008160624744680642	0.012559711521110052	146.16666666666666	183.0	0.03485912489141245	143	0.2972560975609756	112.5	0.03485912489141245
DKC1	168	0.403994088921877	0.4681578559859398	146.33333333333334	95.0	0.26842395150706017	175	0.7922480620155039	169.0	0.26842395150706017
SUGP2	169	1.0	1.0	147.0	85.0	0.26842395150706017	187	1.0	169.0	0.26842395150706017
SSB	170	0.09842576732915315	0.12350239594804567	147.66666666666666	131.0	0.10668664342296795	168	0.6	144.0	0.10668664342296795
LSM11	171	0.15793229434836992	0.1897113535770053	148.0	129.0	0.26842395150706017	146	0.3078125	169.0	0.26842395150706017
NAA15	172	1.0	1.0	148.0	117.0	0.10668664342296795	183	1.0	144.0	0.10668664342296795
RBM17	173	0.007687950387829559	0.011925403357499394	149.16666666666666	190.0	0.03485912489141245	145	0.2843450479233226	112.5	0.03485912489141245
CPSF7	174	1.0	1.0	149.66666666666666	100.0	0.26842395150706017	180	1.0	169.0	0.26842395150706017
AATF	175	0.19648325773800057	0.2331759143035308	150.83333333333334	179.0	0.5388029867385493	88	0.0470219435736677	185.5	0.5388029867385493
FXR1	176	0.01699735878616903	0.024264345513589122	151.16666666666666	182.0	0.03485912489141245	159	0.4821705426356589	112.5	0.03485912489141245
KHSRP	177	1.0	1.0	154.0	108.0	0.26842395150706017	185	1.0	169.0	0.26842395150706017
SAFB2	178	0.401592385977554	0.4681284025892197	155.0	122.0	0.26842395150706017	174	0.7891566265060241	169.0	0.26842395150706017
EWSR1	179	0.5106810424293725	0.5849079381313163	156.66666666666666	124.0	0.26842395150706017	177	0.9	169.0	0.26842395150706017
LARP7	180	1.0	1.0	157.5	168.0	0.03485912489141245	192	1.0	112.5	0.03485912489141245
PCBP1	181	1.0	1.0	157.66666666666666	111.0	0.26842395150706017	193	1.0	169.0	0.26842395150706017
ILF3	182	0.5591468984828794	0.6330571206961335	167.83333333333334	154.0	0.5388029867385493	164	0.5250783699059561	185.5	0.5388029867385493
BOP1	183	0.5003251317625014	0.5763979588141097	172.16666666666666	175.0	0.5388029867385493	156	0.4233128834355828	185.5	0.5388029867385493
AKAP1	184	1.0	1.0	172.83333333333334	155.0	0.5388029867385493	178	1.0	185.5	0.5388029867385493
ILF2	185	1.0	1.0	174.16666666666666	147.0	0.5388029867385493	190	1.0	185.5	0.5388029867385493
METAP2	186	0.5430641262750665	0.6184025021744978	176.5	181.0	0.5388029867385493	163	0.497005988023952	185.5	0.5388029867385493
YBX3	187	1.0	1.0	178.5	166.0	0.5388029867385493	184	1.0	185.5	0.5388029867385493
TAF15	188	1.0	1.0	179.16666666666666	170.0	0.5388029867385493	182	1.0	185.5	0.5388029867385493
FUBP3	189	0.846750724355036	0.9531993868453833	181.0	195.0	0.8371000006842522	154	0.4230769230769231	194.0	0.8371000006842522
PES1	190	1.0	1.0	183.83333333333334	178.0	0.5388029867385493	188	1.0	185.5	0.5388029867385493
DNAJC2	191	1.0	1.0	184.5	171.0	0.5388029867385493	197	1.0	185.5	0.5388029867385493
DAZAP1	192	1.0	1.0	186.16666666666666	177.0	0.5388029867385493	196	1.0	185.5	0.5388029867385493
DDX28	193	0.9231038206163688	1.0	186.33333333333334	192.0	0.8371000006842522	173	0.6932707355242567	194.0	0.8371000006842522
GEMIN5	194	0.920094937656756	1.0	186.33333333333334	194.0	0.8371000006842522	171	0.6806596701649176	194.0	0.8371000006842522
ADAR	195	1.0	1.0	188.66666666666666	193.0	0.8371000006842522	179	1.0	194.0	0.8371000006842522
SART3	196	1.0	1.0	193.66666666666666	196.0	0.8371000006842522	191	1.0	194.0	0.8371000006842522
PA2G4	197	1.0	1.0	196.0	197.0	1.0	194	1.0	197.0	1.0
